knowledge,major
偏转,电气工程
振荡,电气工程
伏安,电气工程
速度控制,电子学
电感,电气工程
磁体,电气工程
互联,电气工程
自动切断,电气工程
电位差,电气工程
模拟示波器,电子学
输入元件,电气工程
0类设备,电气工程
复导纳,电气工程
操作状态,电气工程
变频电源,电气工程
浇铸,电气工程
阻抗模,电气工程
磁场强度,电气工程
电磁学,电气工程
升压变压器,电气工程
过程控制,电子学
开路电压,电气工程
Ⅱ类设备,电气工程
异步电机,电气工程
衔铁,电气工程
示波管,电子学
放电曲线,电气工程
磁化过程,电气工程
等效电源定理,电子学
瞬时动作,电气工程
感抗,电气工程
阳极,电气工程
TN系统,电气工程
热继电器,电子学
电压互感器,电气工程
海拔,电气工程
示波器,电气工程
Ⅰ类设备,电气工程
磁阻,电子学
并联电路,电气工程
电子束,电气工程
国际单位制,电气工程
心式变压器,电气工程
电动工具,电气工程
等电位联结,电气工程
欧姆定律,电气工程
量程,电气工程
电子枪,电气工程
寄存器,电气工程
触点,电子学
输入过程,数学
指令表,电子学
基本绝缘,电气工程
顽磁,电气工程
触头,电气工程
瞬时功率,电气工程
电钻,电气工程
上冲,电子学
工作空间,电气工程
微动开关,电气工程
截止频率,电气工程
插入式熔断器,电气工程
积分电路,电气工程
和实生物,自然辩证法
历史主义,心理学
天人相分,自然辩证法
保留率,管理科学技术
天志,自然辩证法
能行性,数学
感叹句,语言学
谓词变元,数学
命题变元,数学
析取,语言学
命题演算,数学
形式系统,自然辩证法
存在量词,数学
简化,语言学
系统等价,数学
归纳逻辑,数学
同异,语言学
联结词,数学
合取,语言学
普通逻辑,自然辩证法
时态逻辑,数学
隶属度,语言学
人工语言,自然辩证法
元语言,数学
合取范式,数学
合式公式,数学
重言式,数学
第五公设,数学
转换法,语言学
析取范式,数学
合说,语言学
个体变元,数学
多级决策,管理科学技术
容许误差,数学
聚合效度,管理科学技术
可控成本,管理科学技术
科学资料,自然辩证法
时变性,管理科学技术
敏感度分析,管理科学技术
预测估计,管理科学技术
相对误差,自然辩证法
会计循环,管理科学技术
其他业务成本,管理科学技术
会计信息系统,管理科学技术
科目汇总表,管理科学技术
会计期间假设,管理科学技术
收益性支出,管理科学技术
收款凭证,管理科学技术
会计事项,管理科学技术
会计基本假设,管理科学技术
记账凭证,管理科学技术
以前年度损益调整,管理科学技术
会计确认,管理科学技术
核对法,管理科学技术
预提费用,管理科学技术
坐支,管理科学技术
资本预算,管理科学技术
借贷记账法,管理科学技术
单式记账法,管理科学技术
未达账项,管理科学技术
变易,语言学
彝语,语言学
词库,语言学
角色关系,语言学
典型例证,语言学
傣语,语言学
语言法,语言学
通用语言,计算机科学技术
信息检索,语言学
同音代替,语言学
今音,语言学
算法语言,计算机科学技术
联想义,语言学
汉字字形,计算机科学技术
次重音,语言学
转注字,语言学
北京官话,语言学
代体,语言学
维吾尔语,语言学
概念意义,语言学
汉隶,语言学
简缩,语言学
石刻文字,语言学
属格,语言学
词根词,语言学
缩略词,语言学
今草,语言学
多重复句,语言学
合口,语言学
首字母缩略词,语言学
设计压力,机械工程
随机误差,机械工程
保护气体,机械工程
比能,机械工程
质谱法,机械工程
光开关,机械工程
振动激发,物理学
转柱,机械工程
衍射光栅,机械工程
惯性系统,机械工程
共形的,数学
隔离器,机械工程
反射器,机械工程
系统误差,机械工程
爆炸时,数学
平面阵,机械工程
荧光分析,物理学
混合态,物理学
光杠杆,物理学
血压传感器,机械工程
光调制,机械工程
振动模态,机械工程
显示器件,机械工程
电压表,机械工程
电容表,机械工程
扫描成像,物理学
晶态,物理学
精密度,物理学
动态系统,机械工程
色谱柱,机械工程
开关时间,机械工程
低选,机械工程
光学系统,机械工程
胀差,机械工程
质荷比,机械工程
形状记忆合金,物理学
色谱法,机械工程
颗粒过滤器,机械工程
混沌,机械工程
被测值,机械工程
水表,机械工程
谐振式传感器,机械工程
小脑,心理学
情感障碍,心理学
人格测验,心理学
跑步者高潮,心理学
心理疲劳,心理学
暴露疗法,心理学
湘方言,语言学
本地话,语言学
罚函数,数学
汉明距离,数学
随机系统,数学
投影像,物理学
综合模型,物理学
密集点,数学
扭转模,物理学
离散选择模型,管理科学技术
几乎必然,数学
方均根误差,物理学
像场,物理学
偏微分方程数值解,数学
元胞自动机,物理学
指标函数,管理科学技术
共轭根,数学
动态预测,管理科学技术
系综,物理学
随机编码,数学
协同学,物理学
遍历性,数学
椭球法,数学
单层塔,建筑学
建筑科学,建筑学
生土结构,建筑学
文物价值,建筑学
餐馆,建筑学
科学价值,建筑学
乡贤祠,建筑学
关帝庙,建筑学
苏式彩画,建筑学
国宾馆,建筑学
建筑抗震,建筑学
世界遗产,建筑学
抱鼓石,建筑学
黄老之术,管理科学技术
旋子彩画,建筑学
名宦祠,建筑学
纪念地,建筑学
次梁,建筑学
陈列馆,建筑学
数据抽取,计算机科学技术
科教兴国,管理科学技术
总线结构,计算机科学技术
第三代计算机,计算机科学技术
联机系统,计算机科学技术
无线个人区域网,计算机科学技术
系统实用程序,计算机科学技术
单总线,计算机科学技术
假脱机,计算机科学技术
输入输出管理,计算机科学技术
协同计算,计算机科学技术
智能计算机,计算机科学技术
平板计算机,计算机科学技术
整数规划,数学
机器的环境,管理科学技术
群的中心,数学
计划学派,管理科学技术
进入威胁,管理科学技术
动态能力,管理科学技术
战略承诺,管理科学技术
企业家学派,管理科学技术
合作创新,管理科学技术
研发经费,管理科学技术
定位学派,管理科学技术
业务层战略,管理科学技术
竞争性行为,管理科学技术
学习学派,管理科学技术
相关多元化,管理科学技术
多维组织,管理科学技术
全球整合,管理科学技术
不可压缩性,物理学
数值微分,数学
组织社会化,管理科学技术
精神客体,自然辩证法
理想化方法,自然辩证法
公共管理职能,管理科学技术
信息方法,自然辩证法
对外直接投资,管理科学技术
波粒二象性,自然辩证法
不可分离性,自然辩证法
空间的客观性,自然辩证法
技术垄断优势,管理科学技术
空间的无限性,自然辩证法
科学假说,自然辩证法
机械离心式调速器,机械工程
二次喷射,机械工程
水冷发动机,机械工程
排气流量,机械工程
气道喷射汽油机,机械工程
有效功率,机械工程
稀混合气,机械工程
节温器,机械工程
V型发动机,机械工程
油管内径,机械工程
动力涡轮,机械工程
点燃式发动机,机械工程
挤流,机械工程
曲轴位置传感器,机械工程
分隔式燃烧室,机械工程
低散热发动机,机械工程
排气总管,机械工程
气缸排,机械工程
摇臂轴,机械工程
气缸盖,机械工程
单位功率,机械工程
减压容积,机械工程
直流扫气,机械工程
扫气,机械工程
气化器,机械工程
涡流比,机械工程
滚流,机械工程
起燃温度,机械工程
共轨,机械工程
工作功率,机械工程
机械增压器,机械工程
预喷射,机械工程
四角形,数学
活塞泵,机械工程
补偿装置,机械工程
气门升程,机械工程
车载诊断系统,机械工程
落后角,机械工程
双燃料发动机,机械工程
双燃料系统,机械工程
进气节气门,机械工程
热型火花塞,机械工程
进气冷却,机械工程
机械增压,机械工程
标定转矩,机械工程
摩擦功,机械工程
增压中冷,机械工程
浓混合气,机械工程
机械调速器,机械工程
曲轴箱扫气,机械工程
火次,机械工程
燃料低热值,机械工程
缸内直喷汽油机,机械工程
泵喷嘴,机械工程
二次空气,机械工程
稳态工况,机械工程
三效催化剂,机械工程
天然气汽车,机械工程
爆震传感器,机械工程
柴油滤清器,机械工程
排气后处理系统,机械工程
排气道,机械工程
预混合燃烧,机械工程
外泄漏,机械工程
压电式传感器,机械工程
进气温度,机械工程
自由活塞发动机,机械工程
输气量,机械工程
气波增压,机械工程
燃料消耗量,机械工程
时间控制式燃油喷射系统,机械工程
连杆大头,机械工程
喷雾锥角,机械工程
回流扫气,机械工程
边界润滑,机械工程
顺序喷射,机械工程
缩口,机械工程
配气机构,机械工程
柱塞式喷油泵,机械工程
加速加浓,机械工程
总碳氢,机械工程
喷油压力,机械工程
风冷发动机,机械工程
风冷发动机风扇,机械工程
雾化细度,机械工程
进气压力,机械工程
有效热效率,机械工程
流量控制阀,机械工程
标定转速,机械工程
插电式混合动力汽车,机械工程
天然气发动机,机械工程
电控分配泵,机械工程
有效行程,机械工程
增压压力,机械工程
涡流燃烧室,机械工程
定压增压,机械工程
标定工况,机械工程
速度特性,机械工程
喷油速率,机械工程
灵活燃料汽车,机械工程
试台,机械工程
低温泵,机械工程
空气雾化,机械工程
系统油,机械工程
喷油脉宽,机械工程
增压发动机,机械工程
回油孔,机械工程
电控燃油喷射系统,机械工程
喷油器,机械工程
有效压缩比,机械工程
二甲醚发动机,机械工程
启动工况,机械工程
电控直列泵,机械工程
比排放量,机械工程
全特性,机械工程
喷油器开启压力,机械工程
主动再生,机械工程
油电混合动力汽车,机械工程
活塞平均速度,机械工程
平均有效压力,机械工程
耗气量,机械工程
甲基叔丁基醚,机械工程
液体燃料发动机,机械工程
汽油泵,机械工程
气门重叠,机械工程
柴油机颗粒,机械工程
预燃室,机械工程
指示热效率,机械工程
位置控制式电控燃油喷射系统,机械工程
乙醇汽油,机械工程
指示功率,机械工程
柴油机敲缸,机械工程
台架试验,机械工程
二冲程循环,机械工程
泄漏损失,机械工程
指示功,机械工程
涡流室,机械工程
甲醇汽车,机械工程
非增压发动机,机械工程
极限功率,机械工程
代用燃料,机械工程
涡轮增压,机械工程
水平对置发动机,机械工程
给气比,机械工程
正时链条,机械工程
活塞头部,机械工程
燃料消耗率,机械工程
稀薄燃烧,机械工程
手扶拖拉机,机械工程
电控单体泵,机械工程
顶置凸轮轴,机械工程
容积效率,机械工程
排气背压,机械工程
横流扫气,机械工程
包角,机械工程
自然吸气,机械工程
可变气门正时,机械工程
喷油规律,机械工程
穴蚀,机械工程
燃气发动机,机械工程
科技文献,自然辩证法
能源科学,自然辩证法
个人信息管理,计算机科学技术
网系统,计算机科学技术
命令式语言,计算机科学技术
误警,计算机科学技术
自然映射,数学
兼容度,管理科学技术
效用计算,计算机科学技术
计算机辅助软件工程,管理科学技术
惰性求值,计算机科学技术
现收现付,管理科学技术
符号执行,计算机科学技术
控制测试,管理科学技术
闭包,管理科学技术
